"960","squared meters","square meters"
"961","squared miles","square miles"
"962","stale mate","stalemate"
"963","staring role","starring role"
"964","starring roll","starring role"
"965","stay a while","stay awhile"
"966","Stevie Ray Vaughn","Stevie Ray Vaughan"
"967","Straight of","Strait of [geography]"
"968","strike outs","strikeouts"
"969","stronger then","stronger than"
"970","suppose to","supposed to"
"971","take affect","take effect"
"972","take over the reigns","take over the reins"
"973","take the reigns","take the reins"
"974","taken the reigns","taken the reins"
"975","taking the reigns","taking the reins"
"976","teacher's union  "," teachers' union"
"977","ten times less than","one tenth as much as"
"978","than it's  "," than its"
"979","that maybe","that may be"
"980","the 1st of January","1 January etc"
"981","the are","they are"
"982","the break down","the breakdown"
"983","the break up","the breakup"
"984","the clamp down","the clampdown"
"985","the follow up","they follow-up"
"986","the had","they had"
"987","the much of the","much of the"
"988","the one of the","one of the"
"989","the were","they were"
"990","their are","there are"
"991","their had","there had"
"992","their has","there has"
"993","their have","there have"
"994","their is","there is"
"995","their was","there was"
"996","their were","there were"
"997","their would","there would"
"998","them selves","themselves"
"999","there after","thereafter"
"1000","there by","thereby"
"1001","there maybe","there may be"
"1002","there of","thereof"
"1003","there own","their own"
"1004","there where","there were"
"1005","these maybe","these may be"
"1006","these where","these were"
"1007","they garnished","they garnered"
"1008","they maybe","they may be"
"1009","they way","the way"
"1010","they where","they were"
"1011","this criteria","""these criteria [plural], this criterion [singular]"""
"1012","this lead to","this led to"
"1013","this maybe","this may be"
"1014","this phenomena","this phenomenon [singular]"
"1015","those maybe","those may be"
"1016","through it's  "," through its"
"1017","through out","""threw out, throughout"""
"1018","through the ringer","through the wringer"
"1019","throughout it's   "," throughout its"
"1020","time outs","timeouts"
"1021","to back fire","to backfire"
"1022","to back-off","to back off"
"1023","to back-up","to back up [verb]"
"1024","to backoff","to back off"
"1025","to backout","to back out"
"1026","to backup","to back up [verb]"
"1027","to bailout","to bail out"
"1028","to bath","to bathe"
"1029","to be build","to be built"
"1030","to be setup","to be set up"
"1031","to blackout","to black out"
"1032","to blastoff","to blast off [verb]"
"1033","to blowout","to blow out [verb]"
"1034","to blowup","to blow up [verb]"
"1035","to breakdown","to break down [verb]"
"1036","to breath","to breathe"
"1037","to buildup","to build up"
"1038","to built","to build"
"1039","to buyout","to buy out [verb]"
"1040","to chose","to choose"
"1041","to comeback","to come back [verb]"
"1042","to crackdown","to crack down [verb]"
"1043","to cutback","to cut back [verb]"
"1044","to dropout","to drop out [verb]"
"1045","to forego","to forgo"
"1046","to grown","to grow"
"1047","to have lead to","to have led to"
"1048","to holdout","to hold out [verb]"
"1049","to kickoff","to kick off [verb]"
"1050","to lit","to light"
"1051","to loath","to loathe [verb]"
"1052","to lockout","to lock out [verb]"
"1053","to markup","to mark up [verb]"
"1054","to pickup","to pick up [verb]"
"1055","to playback","to play back [verb]"
"1056","to rollback","to roll back [verb]"
"1057","to runaway","to run away [verb]"
"1058","to setup","to set up [verb]"
"1059","to shut-down","to shut down"
"1060","to shutdown","to shut down"
"1061","to spin-off","to spin off"
"1062","to spinoff","to spin off"
"1063","to takeover","to take over [verb]"
"1064","to that affect","to that effect"
"1065","to they're  "," to their"
"1066","to together","together"
"1067","to try and","to try to"
"1068","to tryout","to try out [verb]"
"1069","to turnaround","to turn around"
"1070","to turnoff","to turn off"
"1071","to turnout","to turn out"
"1072","to turnover","to turn over"
"1073","to wakeup","to wake up"
"1074","to walkout","to walk out"
"1075","to workaround","to work around"
"1076","to workout","to work out"
"1077","too also","""also, to also, too"""
"1078","too be","to be"
"1079","took affect","took effect"
"1080","took and interest","took an interest"
"1081","took over the reigns","took over the reins"
"1082","took the reigns","took the reins"
"1083","tot he","to the"
"1084","tried to used","tried to use"
"1085","try and achieve","try to achieve"
"1086","try and add","try to add"
"1087","try and answer","try to answer"
"1088","try and attract","try to attract"
"1089","try and avoid","try to avoid"
"1090","try and be","try to be"
"1091","try and beat","try to beat"
"1092","try and become","try to become"
"1093","try and bring","try to bring"
"1094","try and build","try to build"
"1095","try and catch","try to catch"
"1096","try and change","try to change"
"1097","try and come","try to come"
"1098","try and decide","try to decide"
"1099","try and do","try to do"
"1100","try and eat","try to eat"
"1101","try and escape","try to escape"
"1102","try and figure","try to figure"
"1103","try and find","try to find"
"1104","try and fix","try to fix"
"1105","try and gain","try to gain"
"1106","try and get","try to get"
"1107","try and give","try to give"
"1108","try and go","try to go"
"1109","try and help","try to help"
"1110","try and hide","try to hide"
"1111","try and hit","try to hit"
"1112","try and hold","try to hold"
"1113","try and keep","try to keep"
"1114","try and locate","try to locate"
"1115","try and make","try to make"
"1116","try and move","try to move"
"1117","try and obtain","try to obtain"
"1118","try and play","try to play"
"1119","try and prevent","try to prevent"
"1120","try and protect","try to prove"
"1121","try and prove","try to prove"
"1122","try and see","try to see"
"1123","try and show","try to show"
"1124","try and slow","try to slow"
"1125","try and solve","try to solve"
"1126","try and spare","try to spare"
"1127","try and start","try to start"
"1128","try and stay","try to stay"
"1129","try and stop","try to stop"
"1130","try and support","try to support"
"1131","try and take","try to take"
"1132","try and talk","try to talk"
"1133","try and tell","try to tell"
"1134","try and understand","try to understand"
"1135","try and use","try to use"
"1136","try and win","try to win"
"1137","turn for the worst","turn for the worse"
"1138","twice as much than","twice as much as"
"1139","two in a half","two and a half"
"1140","two times less than","half as much as"
"1141","under go","undergo"
"1142","under going","undergoing"
"1143","under gone","undergone"
"1144","under it's  "," under its"
"1145","under rated","underrated"
"1146","under take","undertake"
"1147","under wear","underwear"
"1148","under went","underwent"
"1149","underneath it's   "," underneath its"
"1150","United State's  "," United States'"
"1151","United Stats","United States"
"1152","Unites States","United States"
"1153","unlike it's   "," unlike its"
"1154","until it's  "," until its"
"1155","up field","upfield"
"1156","up it's   "," up its"
"1157","up side","upside"
"1158","up until","until"
"1159","upon it's   "," upon its"
"1160","USD dollars","""US dollars, USD"""
"1161","USD$","""US dollars, US$"""
"1162","use to","""used to, commonly"""
"1163","use to be","used to be"
"1164","use to have","used to have"
"1165","usually know as","usually known as"
"1166","usually know by","usually known by"
"1167","usually know for","usually known for"
"1168","very minimal","""minimal, very little, very small"""
"1169","very optimal","""optimal, very good"""
"1170","very unique","""unique, very unusual"""
"1171","via it's  "," via its"
"1172","VIN number","""vehicle identification number, VIN"""
"1173","vise versa","vice versa"
"1174","vocal chords","""vocal cords, vocal folds"""
"1175","waived off","waved off"
"1176","warn out","worn out"
"1177","was aloud","was allowed"
"1178","was be ","""was, was being, was to be"""
"1179","was been","""has been, was being"""
"1180","was began","was begun"
"1181","was build","was built"
"1182","was comprised from","""comprised, was composed from"""
"1183","was comprised with","comprised"
"1184","was do to","was due to"
"1185","was drew","was drawn"
"1186","was knew","was known"
"1187","was lain","was laid"
"1188","was laying on","was lying on"
"1189","was lead by","was led by"
"1190","was loathe to","was loath to"
"1191","was meet by","was met by"
"1192","was meet with","was met with"
"1193","was ran","was run"
"1194","was release","was released"
"1195","was reran","was rerun"
"1196","was rode","was ridden"
"1197","was sang","was sung"
"1198","was setup","was set up"
"1199","was shook","was shaken"
"1200","was show on","was shown on"
"1201","was showed","was shown"
"1202","was shutdown","was shut down"
"1203","was shutout","was shut out"
"1204","was sold-out","was sold out"
"1205","was suppose to","was supposed to"
"1206","was though that","was thought that"
"1207","was took","was taken"
"1208","was tore","was torn"
"1209","was wrote","was written"
"1210","was use to","was used to"
"1211","way side","wayside"
"1212","weather or not","whether or not"
"1213","went threw","went through"
"1214","were aloud","were allowed"
"1215","were been","""have been, were being"""
"1216","were began","were begun"
"1217","were build","were built"
"1218","were comprised with","comprised"
"1219","were drew","were drawn"
"1220","were lain","were laid"
"1221","were lead by","were led by"
"1222","were loathe to","were loath to"
"1223","were meet by","were met by"
"1224","were meet with","were met with"
"1225","were ran","were run"
"1226","were rode","were ridden"
"1227","were sang","were sung"
"1228","were setup","were set up"
"1229","were showed","were shown"
"1230","were shutdown","were shut down"
"1231","were shutout","were shut out"
"1232","were suppose to","were supposed to"
"1233","were took","were taken"
"1234","were tore","were torn"
"1235","were use to","were used to"
"1236","were wrote","were written"
"1237","wether or not","whether or not"
"1238","when into","went into"
"1239","when on to","went on to"
"1240","where abouts","whereabouts"
"1241","where as","whereas"
"1242","where being","were being"
"1243","where by","whereby"
"1244","where made","were made"
"1245","where taken","were taken"
"1246","where upon","whereupon"
"1247","which breakdown","which break down"
"1248","which had lead","which had led"
"1249","which has lead","which has led"
"1250","which have lead","which have led"
"1251","which maybe","which may be"
"1252","which where","which were"
"1253","who had lead","who had led"
"1254","who has lead","who has led"
"1255","who have lead","who have led"
"1256","who he led","whom he led"
"1257","who he married","whom he married"
"1258","who he met","whom he met"
"1259","who he took","whom he took"
"1260","who lead","who led"
"1261","who maybe","who may be"
"1262","who setup","who set up"
"1263","who to believe","whom to believe"
"1264","who to blame","whom to blame"
"1265","who to call","whom to call"
"1266","who to invite","whom to invite"
"1267","who to send","whom to send"
"1268","who use to","who used to"
"1269","who where","who were"
"1270","who's actual  "," whose actual"
"1271","who's brother   "," whose brother"
"1272","who's father  "," whose father"
"1273","who's first   "," whose first"
"1274","who's last  "," whose last"
"1275","who's mother  "," whose mother"
"1276","who's name  "," whose name"
"1277","who's own   "," whose own"
"1278","who's previous  "," whose previous"
"1279","whom also","who also"
"1280","whom is","who is"
"1281","whom was","who was"
"1282","will backup","will back up"
"1283","will comprise of","""will be composed of, will comprise, will consist of"""
"1284","will likely","will probably"
"1285","will workout","will work out"
"1286","with he","""with him, with the"""
"1287","with in","within"
"1288","with it's   "," with its"
"1289","with out","without"
"1290","with who","with whom"
"1291","within it's   "," within its"
"1292","within site of","within sight of"
"1293","without it's  "," without its"
"1294","Word War I","World War I"
"1295","Word War II","World War II"
"1296","working progress","work in progress"
"1297","world wide","worldwide"
"1298","worse that","worse than"
"1299","worse then","worse than"
"1300","worse-case scenario","worst-case scenario"
"1301","worst comes to worst","worse comes to worst"
"1302","worst than","worse than"
"1303","worth while","worthwhile"
"1304","would been","""would be, would have been"""
"1305","would comeback","would come back"
"1306","would comprise of","""would comprise, would consist of"""
"1307","would of been","would have been"
"1308","would of done","would have done"
"1309","would workout","would work out"
"1310","wreck havoc","wreak havoc"
"1311","younger that","younger than"
"1312","younger then","younger than"
"1314","%er then","than"
"1315","base on","based on (""base on"" may be acceptable, depending on context)"
"1316","its an","it's an"
